t,VarX_0.003,meanX_0.003,VarX_0.01,meanX_0.01,VarX_0.03,meanX_0.03,VarX_0.1,meanX_0.1,VarA1,meanA1
8435,3.49959141392135e-06,-3.30735378881154e-06,3.90872365990013e-05,-1.00071815507451e-05,0.000355472756581984,-2.78059353967051e-05,0.00403031823344677,-4.27525443649907e-05,0.388036694664301,-0.00114638417086843
8436,3.50021681194327e-06,-3.32215946855582e-06,3.90939335820771e-05,-1.00554388543657e-05,0.000355526516091837,-2.79407359260477e-05,0.00403150194762499,-4.28084172059586e-05,0.388107610782327,-0.00115136182887419
8437,3.5012664558749e-06,-3.31315890310332e-06,3.91059242234125e-05,-1.00243975913573e-05,0.000355642500414563,-2.78327151750187e-05,0.00403311688843888,-4.24365942194086e-05,0.388222751825425,-0.00114839267360936
8438,3.50233020345912e-06,-3.31626522940423e-06,3.91178074311812e-05,-1.00302486138926e-05,0.000355753064013374,-2.78069750371898e-05,0.00403473992328173,-4.18869680016086e-05,0.388341127430189,-0.00114961265668285
8439,3.50347511429297e-06,-3.29645561974784e-06,3.91311392844738e-05,-9.9594739538728e-06,0.000355892246654197,-2.75488142268535e-05,0.00403593625049813,-4.12970620091062e-05,0.388465755494775,-0.00114320845671785
8440,3.50410657302932e-06,-3.30695667582561e-06,3.91384238268413e-05,-9.99479877975758e-06,0.000355966327153814,-2.76542088339901e-05,0.00403772200667575,-4.11867354960929e-05,0.388534778258101,-0.00114668971907702
8441,3.5044117508884e-06,-3.31108202366966e-06,3.91417725204444e-05,-1.0006713076614e-05,0.000355995386901325,-2.76726088019033e-05,0.00403840539506765,-4.10991313305882e-05,0.388568767262732,-0.00114813955882188
8442,3.50467473850214e-06,-3.31499788373664e-06,3.91445078450185e-05,-1.0019231708611e-05,0.000356015226157331,-2.77061065811402e-05,0.00403830551544777,-4.12732116811309e-05,0.388598919767813,-0.0011494691639377
8443,3.50497929727507e-06,-3.32149421288695e-06,3.91478591605545e-05,-1.00407579634043e-05,0.000356045406260355,-2.77700462818321e-05,0.00403874243186623,-4.14363542260274e-05,0.388632968671314,-0.00115163423919561
8444,3.50538455331355e-06,-3.32786212768086e-06,3.9152328168116e-05,-1.00635257677634e-05,0.000356084575076575,-2.78472481249322e-05,0.00403935033590173,-4.16900198464657e-05,0.388678173191091,-0.00115369147318396
8445,3.50605207736928e-06,-3.31392947081895e-06,3.91597456509765e-05,-1.00190366569596e-05,0.000356147062264453,-2.77394402194752e-05,0.00403986417418494,-4.15796049635879e-05,0.388752298155565,-0.00114896844532731
8446,3.50667024219229e-06,-3.32498800517661e-06,3.91664290789371e-05,-1.00580894921831e-05,0.000356205736186277,-2.78649137984017e-05,0.00404107753212817,-4.17216646210521e-05,0.388821885942474,-0.0011525459080607
8447,3.5073182422148e-06,-3.32327686618691e-06,3.91734978470708e-05,-1.00517753467192e-05,0.000356250774454333,-2.78733345734828e-05,0.00404180165463191,-4.14792946628385e-05,0.388893459175717,-0.001152067960359
8448,3.50767182196962e-06,-3.30664656440457e-06,3.91773045967187e-05,-9.9961383314699e-06,0.000356344816188875,-2.75649332800292e-05,0.00404238030226332,-4.07529019417428e-05,0.388933269555191,-0.00114653362838623
8449,3.50796598968387e-06,-3.29146365624244e-06,3.91804539349562e-05,-9.94391105860641e-06,0.000356378044740743,-2.73945556149116e-05,0.00404304488510109,-4.00845530789454e-05,0.388966581739905,-0.00114153422282315
8450,3.50834789930495e-06,-3.27804144485673e-06,3.91845549648184e-05,-9.90119335412121e-06,0.000356410503435271,-2.72843303618582e-05,0.00404349043065513,-3.97434304930264e-05,0.389009484848795,-0.0011369753099592
8451,3.50869063260234e-06,-3.28592756007137e-06,3.91882299721299e-05,-9.92606011036383e-06,0.000356443186556583,-2.73510993798564e-05,0.0040439464837992,-4.00519411317582e-05,0.38904815921385,-0.00113966607009918
8452,3.50905455873779e-06,-3.2953468889334e-06,3.91923331143895e-05,-9.9578729639073e-06,0.000356481884551656,-2.74530270473766e-05,0.00404442756671382,-4.05291279312601e-05,0.389088375899772,-0.00114279615953182
8453,3.5094178908879e-06,-3.32595135947456e-06,3.91962459982703e-05,-1.0058578465628e-05,0.000356516779898376,-2.77460425887011e-05,0.00404498135764277,-4.15286928605854e-05,0.389129293825703,-0.00115305630294653
8454,3.50954543936282e-06,-3.33938270130815e-06,3.91977635428923e-05,-1.01023696433852e-05,0.000356534042839737,-2.78710537480528e-05,0.00404531731453921,-4.19351204369922e-05,0.389143046233503,-0.00115757868921569
8455,3.5098650984522e-06,-3.36179398713621e-06,3.92013628267514e-05,-1.01785917448327e-05,0.000356567675775577,-2.81118812448415e-05,0.00404570247276375,-4.28305080190235e-05,0.389178315302103,-0.00116498334098096
8456,3.51022591909946e-06,-3.39728176717351e-06,3.92062190113146e-05,-1.03130987813023e-05,0.000356619839750728,-2.85787945442231e-05,0.00404621805260677,-4.46551804722501e-05,0.38921448927324,-0.00117602778492407
8457,3.51023923405052e-06,-3.39844096153615e-06,3.92075662924173e-05,-1.03408923339692e-05,0.000356633121451834,-2.86922525721435e-05,0.00404632165981005,-4.50284774972735e-05,0.389208743735946,-0.00117463517032943
8458,3.51017237469242e-06,-3.38005953972485e-06,3.92070099671681e-05,-1.02860055748947e-05,0.00035663779440391,-2.85629515924431e-05,0.00404679703113441,-4.53993092758413e-05,0.389201613571546,-0.00116845583524065
8459,3.51073509035524e-06,-3.37729469995029e-06,3.92135180724139e-05,-1.02752877070276e-05,0.00035669956598792,-2.85144308830086e-05,0.00404754985560131,-4.51205052781834e-05,0.3892620871404,-0.00116757486938565
8460,3.51139812852707e-06,-3.38298238179496e-06,3.92209499295182e-05,-1.02932993142919e-05,0.000356766991872573,-2.85606511350858e-05,0.00404829337934427,-4.52196224004417e-05,0.389335021432554,-0.00116950891787923
8461,3.51172759239144e-06,-3.3821522137379e-06,3.92245924751549e-05,-1.02914444958931e-05,0.000356799882962873,-2.85626154329308e-05,0.00404867315726019,-4.53212003005655e-05,0.389371369483742,-0.00116919219657911
8462,3.51191298181467e-06,-3.3889407833259e-06,3.9226712594905e-05,-1.0315349572495e-05,0.000356820160691574,-2.86457943300463e-05,0.00404898003873918,-4.57809591843476e-05,0.389391577986401,-0.0011714005300818
8463,3.51223076912577e-06,-3.37568934964418e-06,3.92302542745027e-05,-1.02702770597113e-05,0.000356851230699146,-2.85030798725999e-05,0.00404942112066137,-4.53622501801249e-05,0.389426847853678,-0.00116703160805992
8464,3.51266862505762e-06,-3.35353350449003e-06,3.9235163760748e-05,-1.01961600328074e-05,0.00035689589082735,-2.82777445014342e-05,0.00405006378725119,-4.47136304177867e-05,0.389475152042522,-0.00115965227265644
8465,3.51294429271886e-06,-3.35383372496585e-06,3.92381440497782e-05,-1.01953374569623e-05,0.000356920963214868,-2.82648599622617e-05,0.00405035016555559,-4.45851102636492e-05,0.389506248817661,-0.0011598355270702
8466,3.51332921538662e-06,-3.35525354072496e-06,3.92424330892482e-05,-1.01998162292698e-05,0.000356959745223796,-2.82762830491999e-05,0.0040508243598193,-4.46341943547189e-05,0.389548828087979,-0.00116030373834379
8467,3.5136690648075e-06,-3.36169038987452e-06,3.92460441945953e-05,-1.02169690213187e-05,0.000356989303236428,-2.82965260738899e-05,0.00405107944305875,-4.44324748219651e-05,0.389587211597992,-0.00116262396319038
8468,3.51393843651754e-06,-3.35447514571307e-06,3.92488433269485e-05,-1.01882913766057e-05,0.000357010039505926,-2.81783532157591e-05,0.00405126091686826,-4.38160793394357e-05,0.389618007368908,-0.00116043324095823
8469,3.5140239802606e-06,-3.34746072791315e-06,3.92497623448328e-05,-1.01620241213082e-05,0.000357018130507584,-2.80767832015202e-05,0.00405137986906726,-4.32707163242318e-05,0.389627704907608,-0.00115821930250122
8470,3.51411471849513e-06,-3.3382896503896e-06,3.92508295255021e-05,-1.01319824928898e-05,0.00035702875711946,-2.7989168260131e-05,0.00405158039774779,-4.29526491260686e-05,0.389637686862724,-0.00115513160989998
8471,3.51447970362018e-06,-3.33140990966838e-06,3.92549668944323e-05,-1.01083158311713e-05,0.000357066426073513,-2.79132619233725e-05,0.00405204237992546,-4.26025106722567e-05,0.389678148415518,-0.00115286272341487
8472,3.51448897633177e-06,-3.32294153923296e-06,3.9255238055863e-05,-1.00794323485387e-05,0.000357071677596377,-2.78202157364234e-05,0.00405213217681093,-4.22754287503756e-05,0.389678808693802,-0.00115006635208283
8473,3.51461508750345e-06,-3.31830179536354e-06,3.92567281196255e-05,-1.00633893529729e-05,0.000357086770084388,-2.77616828693063e-05,0.00405234850874824,-4.2027865800072e-05,0.389692626260321,-0.00114853719642558
8474,3.51482827043676e-06,-3.32062612379645e-06,3.92591959404315e-05,-1.00715219967787e-05,0.000357110261811037,-2.77887760812421e-05,0.00405259883111056,-4.22431527385639e-05,0.389715988667007,-0.00114929393213333
8475,3.51517404529135e-06,-3.31953230247528e-06,3.92631331804727e-05,-1.00678180292415e-05,0.00035714837115638,-2.77773576922334e-05,0.00405312729221981,-4.2235758702213e-05,0.389754144457655,-0.00114893162121589
8476,3.51524363406185e-06,-3.30625949654975e-06,3.92637557904499e-05,-1.00234917845697e-05,0.000357151792063525,-2.76414336927727e-05,0.00405316276735783,-4.17212431566016e-05,0.389762713081189,-0.00114450755096102
8477,3.51587664378911e-06,-3.31081257646737e-06,3.9270975370587e-05,-1.00409132070456e-05,0.000357220483189047,-2.77154288725283e-05,0.00405402705636737,-4.23452424817113e-05,0.389832286070672,-0.00114593297403078
8478,3.5168585630797e-06,-3.29460855572839e-06,3.92822616945141e-05,-9.98983489321557e-06,0.000357332068096058,-2.75864556334041e-05,0.00405535643781855,-4.19566775503707e-05,0.389939930842718,-0.00114039978452905
8479,3.51867781154295e-06,-3.3040361118182e-06,3.93013089086378e-05,-1.00116761624453e-05,0.000357470289139628,-2.75704625101891e-05,0.00405580802592169,-4.12048789035062e-05,0.39014663783906,-0.00114392802006298
8480,3.5190030114509e-06,-3.28764123818387e-06,3.93049619742497e-05,-9.9566111466185e-06,0.000357504489100898,-2.74019920079794e-05,0.00405581121352569,-4.02559385167537e-05,0.390182695068545,-0.00113848485699431
8481,3.51923019995935e-06,-3.28336398988694e-06,3.93053988051003e-05,-9.92539433386405e-06,0.000357470221828943,-2.71979331322335e-05,0.00405532114733184,-3.93619757570114e-05,0.390211142736037,-0.00113737235179404
8482,3.51894817711705e-06,-3.26658349253822e-06,3.93027491426729e-05,-9.87443999560661e-06,0.000357454598084629,-2.70880693956388e-05,0.00405538535412892,-3.90738305422353e-05,0.390177616796077,-0.00113157900063981
8483,3.51868653076317e-06,-3.25755273470598e-06,3.93000590356095e-05,-9.84661972117675e-06,0.000357437665632824,-2.70245888613172e-05,0.00405547988471201,-3.9136961699578e-05,0.390147898267341,-0.00112847094807042
8484,3.5187474952905e-06,-3.26509741024797e-06,3.93007657460772e-05,-9.87095871763898e-06,0.000357446610095045,-2.70972170416075e-05,0.00405570278804896,-3.94649489262537e-05,0.390154764096997,-0.00113103568638994
8485,3.51912299980183e-06,-3.26080180297991e-06,3.93049110439664e-05,-9.85546732561892e-06,0.000357484671552835,-2.70384394602416e-05,0.00405613759274019,-3.91603581064048e-05,0.390196717358729,-0.0011296471315061
8486,3.51958104713564e-06,-3.2480781072657e-06,3.93099675943721e-05,-9.81079302026455e-06,0.000357529316077113,-2.68843432800165e-05,0.00405662126588291,-3.89009964202955e-05,0.390247810000489,-0.00112550353916509
8487,3.52016996514958e-06,-3.21651517572348e-06,3.93165153817621e-05,-9.70763744586301e-06,0.000357585338560357,-2.65876528696814e-05,0.00405716451620709,-3.83691826313473e-05,0.390312913899741,-0.0011148920455399
8488,3.5205434286951e-06,-3.19662364878746e-06,3.93206598390074e-05,-9.63862597739446e-06,0.000357620364183207,-2.63817893522633e-05,0.00405764552054617,-3.75964684329527e-05,0.390354681684193,-0.0011083423058988
8489,3.52088138729576e-06,-3.16419037160243e-06,3.93245307195205e-05,-9.52889086234901e-06,0.000357659150570246,-2.60301969958799e-05,0.00405818336573457,-3.62667284369074e-05,0.390391950602274,-0.00109758916433559
8490,3.5212663473123e-06,-3.12827786594447e-06,3.9329264075706e-05,-9.40473594809946e-06,0.000357708371773478,-2.56394407356339e-05,0.00405866488707805,-3.5384398458932e-05,0.390432705441976,-0.00108582772742236
8491,3.52172430298468e-06,-3.10389610768587e-06,3.93340154032719e-05,-9.3242363397105e-06,0.000357748386486457,-2.53919095390378e-05,0.00405926874648954,-3.43659646106733e-05,0.390485360342083,-0.00107765544403568
8492,3.52165991556968e-06,-3.07616895518489e-06,3.93332004740481e-05,-9.23081298409612e-06,0.00035774209735139,-2.51002301658836e-05,0.00405948009179291,-3.31142119746152e-05,0.390479091578689,-0.00106845159480777
8493,3.52226568614951e-06,-3.06833678298507e-06,3.93397832124624e-05,-9.20475094398153e-06,0.000357800109068338,-2.50239148049814e-05,0.00406027613915998,-3.29609903187831e-05,0.390547039933278,-0.00106583885557121
8494,3.52284395194167e-06,-3.04069814800794e-06,3.93461297692711e-05,-9.1107039765588e-06,0.000357855828055884,-2.47272836836574e-05,0.00406145759010329,-3.16873837765758e-05,0.390611560249575,-0.00105671263773605
8495,3.52352567517815e-06,-3.03104907744517e-06,3.93533020687031e-05,-9.07467367592736e-06,0.000357909652513582,-2.45952460978369e-05,0.00406192549994124,-3.09309201996634e-05,0.390689230339307,-0.00105367397161105
8496,3.52480901060801e-06,-3.01199517105041e-06,3.93674655126292e-05,-9.01947448705911e-06,0.000358028547464871,-2.45066610838695e-05,0.00406300008716575,-3.15099102804072e-05,0.390830443092605,-0.00104703111188683
8497,3.52518396703574e-06,-3.03499178169394e-06,3.93722157772949e-05,-9.10076008731852e-06,0.000358105502093253,-2.48444832009151e-05,0.00406426225277452,-3.35198640442055e-05,0.390870305090274,-0.00105455382960539
8498,3.52578636683543e-06,-3.04241361002325e-06,3.93790696146175e-05,-9.13030670734066e-06,0.00035819311946278,-2.50316353236135e-05,0.00406557839602662,-3.43779298067924e-05,0.390936529535701,-0.00105689743240144
8499,3.52573731196278e-06,-3.05067077151624e-06,3.93790496436672e-05,-9.15996631654593e-06,0.000358206136010586,-2.51359795064546e-05,0.00406613124424664,-3.48308755422079e-05,0.390929398004783,-0.00105953768993311
8500,3.52634802502764e-06,-3.05193344479506e-06,3.93859292273335e-05,-9.16309079060835e-06,0.000358268985821922,-2.51430868169081e-05,0.00406686341036519,-3.48205949190351e-05,0.390997156095569,-0.00106000875375988
8501,3.52746441667385e-06,-3.08609896146608e-06,3.93981850023002e-05,-9.27584884077303e-06,0.000358379227670126,-2.54544495799001e-05,0.00406826061447197,-3.53715823568157e-05,0.391121987987101,-0.00107141013980556
8502,3.52804718100692e-06,-3.08856136224811e-06,3.9404658497414e-05,-9.29077020475324e-06,0.000358436173266612,-2.55600873453652e-05,0.00406893905936778,-3.63759258736737e-05,0.391186636581616,-0.00107193084425848
8503,3.52822862079833e-06,-3.11167774739953e-06,3.94067583177733e-05,-9.36710503594209e-06,0.000358457867975771,-2.57799501892926e-05,0.00406939719944008,-3.68881163459528e-05,0.391206571273028,-0.0010796652682929
8504,3.528665082493e-06,-3.13731856108424e-06,3.94115688038483e-05,-9.4585679221727e-06,0.000358496631378992,-2.61085975694455e-05,0.0040699806934166,-3.78914927018943e-05,0.391254753920966,-0.00108803162680233
8505,3.52955765303285e-06,-3.13350064114539e-06,3.94215219566248e-05,-9.4442253719504e-06,0.000358586870670848,-2.60497308331488e-05,0.00407112605940419,-3.75006535821842e-05,0.391353757948179,-0.00108682604602502
8506,3.5300419200331e-06,-3.11937751859487e-06,3.94267423962631e-05,-9.3982052500327e-06,0.000358629834768107,-2.59240728760421e-05,0.00407171192546426,-3.72196739935989e-05,0.391408219477439,-0.00108208929313815
8507,3.53057564853507e-06,-3.12624679079154e-06,3.9432546314231e-05,-9.4214711794393e-06,0.000358679506625791,-2.59910592448899e-05,0.00407223108138853,-3.74132280122418e-05,0.391467987857967,-0.00108435005105762
8508,3.53066761048102e-06,-3.11937989258279e-06,3.94333788452592e-05,-9.39636471210912e-06,0.000358682496360188,-2.58961853419048e-05,0.00407220404196353,-3.69296721646629e-05,0.391479220008059,-0.00108215733143513
8509,3.53111490394662e-06,-3.11229141903015e-06,3.94381989252894e-05,-9.37020416552629e-06,0.000358720629041519,-2.57905974946955e-05,0.00407243345758096,-3.62565170461075e-05,0.391529592248614,-0.00107988672746387
8510,3.53265085915715e-06,-3.15035093523695e-06,3.94544857364626e-05,-9.49174994197338e-06,0.000358852045012454,-2.61106208516581e-05,0.00407342848451274,-3.69009937930015e-05,0.39170333348676,-0.00109280550780461
8511,3.5336340833974e-06,-3.17196726319136e-06,3.94652920937103e-05,-9.56304068118227e-06,0.000358950546255997,-2.63193488823583e-05,0.0040746788458895,-3.75973425449545e-05,0.391813129326185,-0.00110004440809716
8512,3.53372506877514e-06,-3.16475313584811e-06,3.94678644479031e-05,-9.55154575018571e-06,0.000358998204813834,-2.63488392737972e-05,0.00407504901092813,-3.76781930193331e-05,0.391821989260824,-0.00109753282626599
8513,3.53372984857095e-06,-3.13957019663499e-06,3.94686779795735e-05,-9.47543001922574e-06,0.000359003921384617,-2.61320294285954e-05,0.00407501905583782,-3.68979932168292e-05,0.391802563542027,-0.00108737305517448
8514,3.53409921925766e-06,-3.13692427042376e-06,3.94723946658748e-05,-9.46830456559272e-06,0.000359023526269597,-2.61144656641503e-05,0.00407497286354015,-3.67339182900008e-05,0.391845145063899,-0.00108640521946138
8515,3.53447390869668e-06,-3.14161884514235e-06,3.94764425438997e-05,-9.47926164312889e-06,0.000359054140767017,-2.61009811269817e-05,0.00407504709901421,-3.64434903135989e-05,0.391887663995829,-0.00108796159392423
8516,3.5349890113246e-06,-3.14626574542814e-06,3.94822201967356e-05,-9.49592201316723e-06,0.000359106885106849,-2.61631080056599e-05,0.00407561450845982,-3.68543233452829e-05,0.391944600096006,-0.0010894623361578
8517,3.53628269990998e-06,-3.18728408813132e-06,3.94973468418133e-05,-9.63618379616137e-06,0.000359256932804174,-2.66000539706727e-05,0.00407643332655435,-3.7652360648277e-05,0.39208427198491,-0.00110300639848153
8518,3.5367705166519e-06,-3.17346134831813e-06,3.95020856893258e-05,-9.58324736674827e-06,0.000359282988171197,-2.63923711048374e-05,0.00407669553929406,-3.68591205415526e-05,0.392140341930378,-0.00109866545537143
8519,3.53816428912728e-06,-3.18575359452412e-06,3.95163347025783e-05,-9.61901105518917e-06,0.00035938582586149,-2.64523827612834e-05,0.00407698241834139,-3.66424645695163e-05,0.392300064362277,-0.00110298603888722
8520,3.53931988048817e-06,-3.15241076359985e-06,3.95288558081557e-05,-9.51167095255983e-06,0.000359492614725801,-2.61564429503088e-05,0.00407734384036017,-3.5351688185757e-05,0.39242947899289,-0.00109169883209886
8521,3.53993923742969e-06,-3.1470347918292e-06,3.95354955687046e-05,-9.49439618865066e-06,0.000359541545914882,-2.61062116627655e-05,0.0040776140382608,-3.50549324908613e-05,0.392498889797028,-0.00108989209022689
8522,3.54038835643597e-06,-3.1509963282409e-06,3.9540226073067e-05,-9.50659012302668e-06,0.000359578562150227,-2.6137484513653e-05,0.00407804467703051,-3.52386870239361e-05,0.392550041458118,-0.00109125914887941
8523,3.54130709656089e-06,-3.18060774235823e-06,3.95506377527723e-05,-9.60823294031958e-06,0.000359671237159349,-2.64751810661539e-05,0.00407904126839445,-3.6369527859162e-05,0.392650816117188,-0.00110099609777541
8524,3.54166804846742e-06,-3.22318051715209e-06,3.9554504608662e-05,-9.75052462386158e-06,0.00035970383819008,-2.69006891020847e-05,0.00407924815365482,-3.7770478068342e-05,0.392691504127883,-0.00111515820971464
8525,3.54208600414161e-06,-3.24210077187245e-06,3.95591546002692e-05,-9.81468842043579e-06,0.000359747492031867,-2.71222967515174e-05,0.00407976387225539,-3.85656125531769e-05,0.392737903664103,-0.00112141539445957
8526,3.54249636487659e-06,-3.24798559606814e-06,3.95640104247161e-05,-9.83522585543367e-06,0.000359797709656464,-2.71883192058232e-05,0.00408057407447895,-3.87293796303211e-05,0.39278252967983,-0.00112333164228007
8527,3.54225292498444e-06,-3.18665813941763e-06,3.95612164321091e-05,-9.62665591903299e-06,0.000359768307352711,-2.65450843350666e-05,0.00408007494751055,-3.64610687520564e-05,0.392755786438352,-0.00110312656550073
8528,3.5426414354909e-06,-3.18378971621031e-06,3.9565449111009e-05,-9.61903767663271e-06,0.000359809266036698,-2.65224377290739e-05,0.00408069355585432,-3.6379019175635e-05,0.392800113406417,-0.00110201747321343
8529,3.54375330285085e-06,-3.19190855074484e-06,3.95778637766991e-05,-9.64577324230969e-06,0.00035992650050631,-2.65929165689222e-05,0.00408178495336526,-3.66211965333465e-05,0.392923654002944,-0.00110471168981443
8530,3.54434913358697e-06,-3.14693471285873e-06,3.95845023570936e-05,-9.49481611992394e-06,0.000359987869667275,-2.61296049276065e-05,0.00408254291823905,-3.50795481211691e-05,0.392989916697441,-0.00108975697141267
8531,3.54494302747104e-06,-3.10023774775018e-06,3.95911718436101e-05,-9.33778082960491e-06,0.000360048959403891,-2.56416934445553e-05,0.00408319159828192,-3.29818770429598e-05,0.393055402605999,-0.00107424683595651
8532,3.54527603225479e-06,-3.12414432148543e-06,3.9594392600806e-05,-9.4115498618803e-06,0.000360094623310639,-2.58787227755973e-05,0.00408357093532652,-3.31076947280281e-05,0.393094877121352,-0.00108247828691983
8533,3.54595570589783e-06,-3.12551406564377e-06,3.96015316933907e-05,-9.41289296816092e-06,0.000360149823482764,-2.58555088087902e-05,0.00408414996662185,-3.2824813272667e-05,0.393171767250112,-0.00108307565065381
8534,3.54629903578472e-06,-3.13964441343669e-06,3.96052672611693e-05,-9.46292480089214e-06,0.000360181800473762,-2.60336932158e-05,0.00408434666244819,-3.35997904894439e-05,0.393213191643445,-0.00108788597196889
8535,3.54646221205235e-06,-3.1427885956668e-06,3.96071435166459e-05,-9.47341807770148e-06,0.000360200300012359,-2.60641823478023e-05,0.0040844925276721,-3.35402048698373e-05,0.393231009777029,-0.00108893033616461
8536,3.54646630584205e-06,-3.1317102265625e-06,3.96068723503924e-05,-9.43544829532628e-06,0.000360181270204985,-2.59265087199403e-05,0.0040840755107095,-3.29247365177903e-05,0.393232690442512,-0.00108526900604089
8537,3.5471019085579e-06,-3.14281789282454e-06,3.96142438460928e-05,-9.47590684790191e-06,0.00036025715667998,-2.60798599857016e-05,0.00408507697413929,-3.36853612851066e-05,0.393302137561867,-0.00108883076928368
8538,3.54763400143772e-06,-3.10434826527544e-06,3.96201696814654e-05,-9.34749734233141e-06,0.000360311155697745,-2.56951616409223e-05,0.00408585779858218,-3.24871857337422e-05,0.393361209419077,-0.00107602095436208
8539,3.54802238402763e-06,-3.07957384090142e-06,3.96245847289172e-05,-9.26382802002685e-06,0.000360353087492001,-2.54350485668812e-05,0.00408645461149147,-3.14743380085723e-05,0.393403947264367,-0.00106780984909684
8540,3.54865134684082e-06,-3.04906050551456e-06,3.96316950158432e-05,-9.16114235381609e-06,0.000360418899645386,-2.51195601250677e-05,0.0040872465284119,-3.04190716305501e-05,0.39347314846746,-0.00105768150041691
8541,3.549446331909e-06,-2.97171826267555e-06,3.96404378987662e-05,-8.90815458301744e-06,0.000360494786658649,-2.44059217514293e-05,0.00408803992011532,-2.87389365058399e-05,0.393561895959557,-0.00103170226775834
8542,3.55018999858181e-06,-2.92006985068739e-06,3.9648532889221e-05,-8.73982721592097e-06,0.000360564436607501,-2.39296446975885e-05,0.00408867809750479,-2.78807853035789e-05,0.393645375402606,-0.00101431604389221
8543,3.55081088093454e-06,-2.8838764959431e-06,3.96552206778325e-05,-8.62524313282191e-06,0.000360620228498707,-2.36383132768932e-05,0.00408929953869442,-2.70144042043869e-05,0.39371538053712,-0.00100197854861408
8544,3.55092175946941e-06,-2.90464320216236e-06,3.96564629058778e-05,-8.70043226076828e-06,0.000360632646030982,-2.39152059422816e-05,0.00408975999337675,-2.6289669880414e-05,0.393727751447561,-0.00100865389597268
8545,3.55134267833783e-06,-2.92381865935336e-06,3.96612442726151e-05,-8.76234070195563e-06,0.000360675087730009,-2.41007291255017e-05,0.00409028761559078,-2.6816691670489e-05,0.393774733132477,-0.00101505085148771
8546,3.55162839312841e-06,-2.96363021878596e-06,3.96646173714863e-05,-8.89427847624172e-06,0.000360707656527599,-2.4504261710849e-05,0.00409067411091657,-2.84492179094869e-05,0.393806765598511,-0.00102820141546986
8547,3.55169346744277e-06,-3.03145568615736e-06,3.966542627952e-05,-9.11791068508411e-06,0.000360716323836433,-2.51532920310652e-05,0.00409083015395779,-3.03691630493171e-05,0.393813802144611,-0.00105091520405182
8548,3.55186563308401e-06,-3.03900522881967e-06,3.96674410690212e-05,-9.14334857109436e-06,0.00036073487254363,-2.52328971672027e-05,0.00409101544432116,-3.07151259685089e-05,0.393832538580181,-0.00105341513115776
8549,3.55209562434853e-06,-3.05052160666454e-06,3.96700886082828e-05,-9.18272505725745e-06,0.000360759154529735,-2.5359992213256e-05,0.00409115578441665,-3.11508932654293e-05,0.393857691675975,-0.00105719450553685
8550,3.55248763544096e-06,-3.04141109083297e-06,3.96745237532357e-05,-9.15171050253521e-06,0.000360800454173741,-2.52609439453025e-05,0.00409163973032795,-3.0756015100713e-05,0.39390093687392,-0.00105418445797555
8551,3.55290832905965e-06,-3.05690032658556e-06,3.967926276284e-05,-9.20443488822877e-06,0.00036084448515316,-2.54287006676144e-05,0.00409216799929579,-3.14448724018908e-05,0.393947405498229,-0.00105929804565745
8552,3.55333215001023e-06,-3.09731905405735e-06,3.96841491042733e-05,-9.33963343121562e-06,0.000360893253507115,-2.58361372484746e-05,0.0040927939929078,-3.29245510909802e-05,0.393993694256677,-0.00107275384000259
8553,3.55430281899573e-06,-3.14208429455083e-06,3.96951049806487e-05,-9.48951405338055e-06,0.000360995384819898,-2.62890683540342e-05,0.00409401140640805,-3.43301834983178e-05,0.394100718496443,-0.00108765703085141
8554,3.55595868654807e-06,-3.20361443252706e-06,3.97130004485105e-05,-9.68604368451802e-06,0.000361143954573335,-2.68091687040019e-05,0.0040952030057344,-3.53603394704358e-05,0.394286493751549,-0.00110849787045537
8555,3.55629631085432e-06,-3.19182150209197e-06,3.9716636995106e-05,-9.64334306040908e-06,0.000361172497630981,-2.66465773470199e-05,0.00409536127044314,-3.42380728081654e-05,0.394324423291003,-0.0011047011017415
8556,3.55646496986498e-06,-3.1453158292073e-06,3.971834838884e-05,-9.48328432928497e-06,0.000361181787473014,-2.61362328370142e-05,0.00409539700736659,-3.2226666476066e-05,0.39434398732373,-0.00108940472849507
8557,3.55713723241065e-06,-3.16272082929822e-06,3.97258528642478e-05,-9.53980446742035e-06,0.000361248563484001,-2.62923391459984e-05,0.00409639357650248,-3.28543288242108e-05,0.394418624928893,-0.00109527533297188
8558,3.55735077940774e-06,-3.15349529682293e-06,3.97289359460454e-05,-9.52434689382705e-06,0.000361285762300431,-2.63161598362318e-05,0.00409687845111921,-3.28604969966776e-05,0.394438518519271,-0.00109131718538695
8559,3.55814083872836e-06,-3.2049429307082e-06,3.97378772927632e-05,-9.70010288196229e-06,0.000361370520879933,-2.68828628107365e-05,0.00409801790901646,-3.50412682342281e-05,0.394525606553379,-0.0011082908388752
8560,3.55880330111321e-06,-3.20665835131918e-06,3.97450849635168e-05,-9.69918603648947e-06,0.000361431136870669,-2.68217930773184e-05,0.0040985514815859,-3.43658348104802e-05,0.394599984349266,-0.00110915360663289
8561,3.55922765229424e-06,-3.18542745139714e-06,3.97498461722747e-05,-9.62675875330047e-06,0.000361474373903874,-2.65943659684227e-05,0.00409907833369723,-3.3404440716912e-05,0.394646854447145,-0.00110217476577251
